disease,drug,true_label,prediction,dataset
ICD10-I12,CID-5878,0.0,0.05898667871952057,train
ICD10-A44.0,CID-23724967,0.0,0.003963678143918514,train
ICD10-I49.1,CID-5311068,0.0,0.0038653237279504538,train
ICD10-F41.2,CID-92786,1.0,0.986031174659729,train
ICD10-N93,CID-657201,0.0,0.005893738940358162,train
ICD10-B36.2,CID-11519070,0.0,0.0047872657887637615,train
ICD10-A35,CID-7099,1.0,0.9976205229759216,train
ICD10-I51.4,CID-5311064,1.0,0.9988141059875488,train
ICD10-B79,CID-2082,1.0,0.8427419066429138,train
ICD10-E84.8,CID-247,1.0,0.9991565942764282,train
ICD10-I09.8,CID-3698,1.0,0.9986175298690796,train
ICD10-I23.6,CID-16131215,0.0,0.023473301902413368,train
ICD10-C88.7,CID-152688,1.0,0.9963427186012268,train
ICD10-M12.3,CID-3292,0.0,0.006331195123493671,train
ICD10-F41.2,CID-216326,0.0,0.004100081045180559,train
ICD10-F34.1,CID-5361323,1.0,0.9935933947563171,train
ICD10-M08.2,CID-441477,1.0,0.9767999053001404,train
ICD10-G40.7,CID-2131,0.0,0.032811131328344345,train
ICD10-I34.2,CID-122262,0.0,0.0031045114155858755,train
ICD10-E75.2,CID-444008,1.0,0.9961177110671997,train
ICD10-M95.5,CID-4107,1.0,0.998407781124115,train
ICD10-E11,CID-72006,0.0,0.7768117189407349,train
ICD10-B39.5,CID-9270,0.0,0.039319708943367004,train
ICD10-I20,CID-5353788,1.0,0.2893664240837097,train
ICD10-J93.1,CID-3373,0.0,0.006039622239768505,train
ICD10-B36.1,CID-119607,0.0,0.336075097322464,train
ICD10-E87.2,CID-6918558,0.0,0.004552600905299187,train
ICD10-B71.8,CID-24836902,0.0,0.017377106472849846,train
ICD10-B41,CID-4189,1.0,0.717962920665741,train
ICD10-I31.3,CID-33887,0.0,0.03946062549948692,train
ICD10-I15,CID-4927,0.0,0.1361040472984314,train
ICD10-E63,CID-135398658,1.0,0.993457019329071,train
ICD10-F32.1,CID-43815,1.0,0.9562553763389587,train
ICD10-E56.1,CID-135398658,1.0,0.9970728158950806,train
ICD10-I23.3,CID-71992,1.0,0.9963688850402832,train
ICD10-C82.1,CID-4440,0.0,0.014761471189558506,train
ICD10-M14.6,CID-3686,0.0,0.25016161799430847,train
ICD10-E54,CID-60657,0.0,0.012387914583086967,train
ICD10-M96.1,CID-10324367,0.0,0.003671849612146616,train
ICD10-L56.4,CID-33630,0.0,0.1773679107427597,train
ICD10-E87.4,CID-221493,1.0,0.9946733117103577,train
ICD10-C91.9,CID-60857,0.0,0.005194419529289007,train
ICD10-I42.7,CID-460612,0.0,0.024985220283269882,train
ICD10-C92.2,CID-439299,1.0,0.996070146560669,train
ICD10-G41.1,CID-60648,1.0,0.9952412843704224,train
ICD10-O06.2,CID-5280360,1.0,0.9952267408370972,train
ICD10-E89.5,CID-443872,0.0,0.009687588550150394,train
ICD10-G44,CID-4845,0.0,0.11107176542282104,train
ICD10-I64,CID-5472,1.0,0.6217448115348816,train
ICD10-F33.8,CID-42611257,0.0,0.009653744287788868,train
ICD10-F41.1,CID-2789,1.0,0.9959529638290405,train
ICD10-M02.0,CID-44513473,0.0,0.005568372085690498,train
ICD10-J31.1,CID-5282219,1.0,0.9842494130134583,train
ICD10-G71.0,CID-26709,1.0,0.016939248889684677,train
ICD10-F40.1,CID-3369,1.0,0.9895553588867188,train
ICD10-I20,CID-71301,0.0,0.4817675054073334,train
ICD10-M06.0,CID-4938,0.0,0.12022436410188675,train
ICD10-E55.0,CID-190,1.0,0.992249608039856,train
ICD10-C61,CID-132971,1.0,0.6617407202720642,train
ICD10-I25.2,CID-64929,1.0,0.9821872711181641,train
ICD10-A34,CID-439260,1.0,0.9981077909469604,train
ICD10-G45.8,CID-6918123,0.0,0.0077421474270522594,train
ICD10-M14.2,CID-119607,1.0,0.9957588315010071,train
ICD10-C83.7,CID-28417,0.0,0.00949687510728836,train
ICD10-N32.4,CID-5359268,0.0,0.020355546846985817,train
ICD10-I86,CID-5362116,1.0,0.9990224838256836,train
ICD10-B65.0,CID-4030,1.0,0.9952002763748169,train
ICD10-E76.3,CID-60846,0.0,0.03721153736114502,train
ICD10-I49.8,CID-2157,1.0,0.1746460199356079,train
ICD10-F33.1,CID-3386,1.0,0.8535757660865784,train
ICD10-F40.2,CID-6151,1.0,0.8661460280418396,train
ICD10-B36,CID-5961,0.0,0.1933610737323761,train
ICD10-I39.2,CID-5971,0.0,0.011577182449400425,train
ICD10-C90,CID-25213,0.0,0.07659061998128891,train
ICD10-M23.4,CID-4107,1.0,0.9940212368965149,train
ICD10-N93,CID-5312125,0.0,0.015480529516935349,train
ICD10-C92.3,CID-49803313,1.0,0.9979988932609558,train
ICD10-I65,CID-4927,0.0,0.01885986328125,train
ICD10-E78.5,CID-9929901,1.0,0.6962955594062805,train
ICD10-C95.0,CID-49803313,1.0,0.9943581223487854,train
ICD10-M12.1,CID-119607,1.0,0.988893449306488,train
ICD10-M02,CID-2576,1.0,0.9981021285057068,train
ICD10-I05.0,CID-3741,1.0,0.9970968961715698,train
ICD10-M77.1,CID-2576,1.0,0.9990602135658264,train
ICD10-F32.1,CID-8890,0.0,0.03976774588227272,train
ICD10-M24.5,CID-24181126,0.0,0.0052488804794847965,train
ICD10-I47,CID-44152182,0.0,0.014017105102539062,train
ICD10-E66,CID-4762,1.0,0.009346887469291687,train
ICD10-I40.0,CID-5362116,1.0,0.9988042116165161,train
ICD10-E87.3,CID-247,1.0,0.9951168298721313,train
ICD10-I89.0,CID-16850,1.0,0.9568052291870117,train
ICD10-J00,CID-5284549,0.0,0.012849610298871994,train
ICD10-B53.0,CID-5546,0.0,0.007529728580266237,train
ICD10-M72.0,CID-22179320,0.0,0.013136982917785645,train
ICD10-J31.1,CID-24470,0.0,0.006168275605887175,train
ICD10-I28.0,CID-16850,1.0,0.9948868155479431,train
ICD10-M24.5,CID-2576,1.0,0.9966698288917542,train
ICD10-G52.2,CID-53232,0.0,0.027029605582356453,train
ICD10-G40.3,CID-5734,1.0,0.9426477551460266,train
ICD10-I28.0,CID-5353562,0.0,0.005152794066816568,train
ICD10-E73.1,CID-10071196,0.0,0.018721718341112137,train
ICD10-B67.7,CID-5430,1.0,0.9955599308013916,train
ICD10-I77.2,CID-60613,0.0,0.014310343191027641,train
ICD10-M14.8,CID-6439929,1.0,0.9936624765396118,train
ICD10-I77.4,CID-5397,0.0,0.032743263989686966,train
ICD10-E50.5,CID-5280581,1.0,0.9598476886749268,train
ICD10-J68,CID-5282219,1.0,0.9839736819267273,train
ICD10-B52.9,CID-17134,1.0,0.9529963135719299,train
ICD10-D69.3,CID-445629,1.0,0.7970981001853943,train
ICD10-B37,CID-5281042,0.0,0.01580085977911949,train
ICD10-A52.0,CID-2723601,0.0,0.0829022154211998,train
ICD10-J44,CID-68579,0.0,0.09213653206825256,train
ICD10-J12.1,CID-65781,1.0,0.9858023524284363,train
ICD10-I51.8,CID-157920,0.0,0.019343145191669464,train
ICD10-E61.3,CID-5280581,1.0,0.9704093933105469,train
ICD10-E61.8,CID-5310993,0.0,0.01216590590775013,train
ICD10-C86.2,CID-5362124,0.0,0.0315021276473999,train
ICD10-E87.1,CID-60961,0.0,0.032080281525850296,train
ICD10-E50.0,CID-5461108,1.0,0.995879054069519,train
ICD10-I89.0,CID-3698,1.0,0.985113263130188,train
ICD10-F33.4,CID-4679,0.0,0.011454987339675426,train
ICD10-F33.3,CID-5533,1.0,0.9754412174224854,train
ICD10-A17.8,CID-6234,1.0,0.9899279475212097,train
ICD10-G40.6,CID-5284569,0.0,0.05685907229781151,train
ICD10-M20.1,CID-4107,1.0,0.995775043964386,train
ICD10-L70.0,CID-2678,0.0,0.02340576983988285,train
ICD10-A52,CID-6989,0.0,0.008271335624158382,train
ICD10-E88.1,CID-10100,0.0,0.08594483137130737,train
ICD10-M22.8,CID-2375,0.0,0.005439525470137596,train
ICD10-F33,CID-5361323,1.0,0.983959972858429,train
ICD10-F51.9,CID-2995,0.0,0.9303730130195618,train
ICD10-I49.0,CID-5362391,0.0,0.12702549993991852,train
ICD10-I11,CID-3961,1.0,0.8844311237335205,train
ICD10-I49.2,CID-5311064,1.0,0.9988842606544495,train
ICD10-F06.7,CID-34040,1.0,0.9962890148162842,train
ICD10-H18,CID-2391,0.0,0.18649883568286896,train
ICD10-L98.6,CID-4943,0.0,0.014981773681938648,train
ICD10-I72.0,CID-156320,1.0,0.9939423203468323,train
ICD10-A56,CID-60164,0.0,0.013462022878229618,train
ICD10-I45.1,CID-443873,1.0,0.998967170715332,train
ICD10-I34.2,CID-2153,0.0,0.004247581120580435,train
ICD10-I50.0,CID-5359268,0.0,0.035638101398944855,train
ICD10-I21,CID-3741,1.0,0.9954036474227905,train
ICD10-I33.0,CID-5362116,1.0,0.998193085193634,train
ICD10-B51.0,CID-5566,0.0,0.016808051615953445,train
ICD10-M24.5,CID-4107,1.0,0.9953243136405945,train
ICD10-E67,CID-4674,1.0,0.9702340960502625,train
ICD10-C92.9,CID-2723601,1.0,0.9937145113945007,train
ICD10-F20,CID-4544,0.0,0.6096413731575012,train
ICD10-F34.1,CID-17134,0.0,0.07317899912595749,train
ICD10-E63.0,CID-6083,1.0,0.9982178807258606,train
ICD10-H65,CID-72106,1.0,0.9726260900497437,train
ICD10-I23.1,CID-10178705,0.0,0.009398714639246464,train
ICD10-H40.1,CID-65359,0.0,0.02104802615940571,train
ICD10-F32.1,CID-5284603,0.0,0.04354539513587952,train
ICD10-I20.8,CID-3741,1.0,0.99764484167099,train
ICD10-C86,CID-152688,1.0,0.9989616870880127,train
ICD10-K20,CID-22528,1.0,0.9630313515663147,train
ICD10-M08.2,CID-71301,0.0,0.014348853379487991,train
ICD10-J45,CID-24847878,1.0,0.833956778049469,train
ICD10-I77.2,CID-4614,0.0,0.050070639699697495,train
ICD10-F32.9,CID-6305,1.0,0.8004388809204102,train
ICD10-N32.8,CID-750,0.0,0.012895739637315273,train
ICD10-F32,CID-72006,0.0,0.01947062648832798,train
ICD10-E14,CID-11304743,0.0,0.0158096794039011,train
ICD10-I42.2,CID-3698,1.0,0.9914849400520325,train
ICD10-E50.3,CID-5280489,1.0,0.998267650604248,train
ICD10-C69.4,CID-5394,1.0,0.9202989935874939,train
ICD10-I48.2,CID-16135415,0.0,0.005528973415493965,train
ICD10-E85.2,CID-247,1.0,0.9991033673286438,train
ICD10-F32.8,CID-2895,1.0,0.9936342239379883,train
ICD10-L41.3,CID-3033637,0.0,0.008031739853322506,train
ICD10-M23.1,CID-6917655,0.0,0.002939593978226185,train
ICD10-M47.9,CID-119607,1.0,0.9839045405387878,train
ICD10-B39.5,CID-165675,0.0,0.036913298070430756,train
ICD10-I39.1,CID-9434,0.0,0.004952444229274988,train
ICD10-E55,CID-2368,0.0,0.039690904319286346,train
ICD10-I89.8,CID-5311064,1.0,0.998281717300415,train
ICD10-I36.2,CID-5284616,0.0,0.007256100885570049,train
ICD10-R00.1,CID-39147,0.0,0.009252713993191719,train
ICD10-E13.8,CID-16131098,1.0,0.9957589507102966,train
ICD10-H27.0,CID-187,1.0,0.6732936501502991,train
ICD10-E74.2,CID-5458180,1.0,0.9982157945632935,train
ICD10-G41.1,CID-37464,0.0,0.017932958900928497,train
ICD10-E50,CID-5281104,0.0,0.008989429101347923,train
ICD10-P39.4,CID-443943,1.0,0.9991476535797119,train
ICD10-K20,CID-11243969,0.0,0.21333345770835876,train
ICD10-I11,CID-5362124,1.0,0.8542115688323975,train
ICD10-B52.9,CID-5881,0.0,0.0036113676615059376,train
ICD10-N18,CID-5281107,1.0,0.35241106152534485,train
ICD10-F80.2,CID-3007,1.0,0.9570211172103882,train
ICD10-F41.2,CID-3675,1.0,0.9193229675292969,train
ICD10-C95.0,CID-25077405,0.0,0.0060797687619924545,train
ICD10-C86,CID-70789197,0.0,0.012400603853166103,train
ICD10-C64,CID-6918289,1.0,0.9185084104537964,train
ICD10-C25,CID-102541,0.0,0.024570977315306664,train
ICD10-L90.6,CID-443943,1.0,0.9992382526397705,train
ICD10-C90,CID-5447130,0.0,0.04327250272035599,train
ICD10-N30,CID-115358,0.0,0.024933867156505585,train
ICD10-G43,CID-174,0.0,0.34396809339523315,train
ICD10-T63.9,CID-60877,0.0,0.24597230553627014,train
ICD10-I15,CID-688095,1.0,0.9740381836891174,train
ICD10-O00.8,CID-4909,0.0,0.009999673813581467,train
ICD10-E80.5,CID-443955,0.0,0.005494571756571531,train
ICD10-O01.0,CID-6436406,1.0,0.9901902079582214,train
ICD10-F84.2,CID-4671,1.0,0.988982617855072,train
ICD10-E83.1,CID-134780,0.0,0.011706197634339333,train
ICD10-I25,CID-16004692,1.0,0.9954764246940613,train
ICD10-C91.3,CID-115305,0.0,0.007569439243525267,train
ICD10-G20,CID-60947,0.0,0.10698093473911285,train
ICD10-I85.9,CID-60823,1.0,0.9886983036994934,train
ICD10-E50,CID-1060,1.0,0.9920750856399536,train
ICD10-I73.9,CID-50294,0.0,0.003212694777175784,train
ICD10-E74.2,CID-727,0.0,0.004578766413033009,train
ICD10-B71.1,CID-2218,0.0,0.02701774798333645,train
ICD10-H40.4,CID-4100,1.0,0.9926521182060242,train
ICD10-M23.2,CID-6337211,0.0,0.003156190039590001,train
ICD10-I83,CID-156320,1.0,0.9969578981399536,train
ICD10-G47.4,CID-56972160,0.0,0.01567751355469227,train
ICD10-I25.3,CID-6324663,0.0,0.008157949894666672,train
ICD10-G20,CID-34359,1.0,0.09853304922580719,train
ICD10-I77,CID-4510,1.0,0.9806533455848694,train
ICD10-F41.2,CID-5324346,1.0,0.9989832043647766,train
ICD10-M08.2,CID-156391,1.0,0.9661281704902649,train
ICD10-B50.0,CID-9796294,1.0,0.9011074304580688,train
ICD10-C90.3,CID-23676225,0.0,0.02078217826783657,train
ICD10-C93.1,CID-9829523,1.0,0.9976454377174377,train
ICD10-C84,CID-71657455,1.0,0.9994396567344666,train
ICD10-I40.8,CID-443873,1.0,0.9981504082679749,train
ICD10-P76,CID-5961,1.0,0.12110822647809982,train
ICD10-O07.5,CID-6436406,1.0,0.9856363534927368,train
ICD10-M84.4,CID-4107,1.0,0.997988224029541,train
ICD10-F06,CID-47517,1.0,0.9814077019691467,train
ICD10-I71.2,CID-9568614,1.0,0.9995176792144775,train
ICD10-F20,CID-10324367,0.0,0.6397810578346252,train
ICD10-M24.5,CID-3033,1.0,0.9925347566604614,train
ICD10-E27.4,CID-16129617,1.0,0.9834181666374207,train
ICD10-B52.9,CID-65664,1.0,0.9983044862747192,train
ICD10-M25,CID-119607,1.0,0.9955102205276489,train
ICD10-I95.1,CID-60823,1.0,0.9942365288734436,train
ICD10-O07.0,CID-6436406,1.0,0.9921085238456726,train
ICD10-M86.5,CID-53232,0.0,0.007741173263639212,train
ICD10-I79.8,CID-20058,0.0,0.07202432304620743,train
ICD10-G41.8,CID-4991,0.0,0.01688988320529461,train
ICD10-O03.2,CID-5311,0.0,0.01574903540313244,train
ICD10-F32.9,CID-26709,0.0,0.022732794284820557,train
ICD10-J37,CID-5282219,1.0,0.9806271195411682,train
ICD10-M11.0,CID-3033,1.0,0.9935803413391113,train
ICD10-B47.0,CID-24462,1.0,0.9949952363967896,train
ICD10-E89.4,CID-247,1.0,0.9994857311248779,train
ICD10-Q78.0,CID-441353,0.0,0.00822202954441309,train
ICD10-M48.4,CID-2576,1.0,0.9960676431655884,train
ICD10-L81.4,CID-6918523,0.0,0.005145277827978134,train
ICD10-M01.6,CID-447043,0.0,0.005585701670497656,train
ICD10-B74.1,CID-4030,1.0,0.9950172305107117,train
ICD10-E50.5,CID-4908,0.0,0.008113622665405273,train
ICD10-B41.0,CID-5284570,0.0,0.0076091052033007145,train
ICD10-F06.3,CID-2893,1.0,0.9962383508682251,train
ICD10-M88,CID-41684,0.0,0.03103327937424183,train
ICD10-C92.9,CID-637,1.0,0.4146901071071625,train
ICD10-F40.0,CID-8969,0.0,0.25361838936805725,train
ICD10-E87.2,CID-516892,1.0,0.9913609623908997,train
ICD10-I88.1,CID-24812758,0.0,0.14734123647212982,train
ICD10-C69,CID-23724967,1.0,0.9933875799179077,train
ICD10-R56.8,CID-6439929,0.0,0.014973759651184082,train
ICD10-R52,CID-5284569,1.0,0.6913480758666992,train
ICD10-J66.2,CID-3749,0.0,0.008557889610528946,train
ICD10-G40.4,CID-2802,1.0,0.9640832543373108,train
ICD10-E50.0,CID-166583,0.0,0.014826647937297821,train
ICD10-I88,CID-3741,1.0,0.9939045310020447,train
ICD10-A54.6,CID-447043,1.0,0.9764665365219116,train
ICD10-N31,CID-4421,1.0,0.9772859215736389,train
ICD10-F33.0,CID-213046,0.0,0.2247484028339386,train
ICD10-F84.2,CID-7099,0.0,0.03321177884936333,train
ICD10-I30.1,CID-443873,1.0,0.9991683959960938,train
ICD10-E88.8,CID-444008,1.0,0.998441755771637,train
ICD10-J45,CID-5095,0.0,0.2909819185733795,train
ICD10-G40.0,CID-9904,0.0,0.010276179760694504,train
ICD10-I77.4,CID-64929,1.0,0.9974918365478516,train
ICD10-G40.7,CID-208908,0.0,0.026405034586787224,train
ICD10-A18.4,CID-3036108,1.0,0.9985994696617126,train
ICD10-A18.2,CID-156391,0.0,0.021197929978370667,train
ICD10-R11,CID-6729,1.0,0.7546021342277527,train
ICD10-E85.8,CID-516900,0.0,0.005000255536288023,train
ICD10-G20,CID-3052776,1.0,0.6170901656150818,train
ICD10-E70,CID-86278362,1.0,0.831701934337616,train
ICD10-L66.8,CID-443943,1.0,0.9988395571708679,train
ICD10-I88,CID-71992,1.0,0.9976186156272888,train
ICD10-J94.2,CID-4452,0.0,0.004951508715748787,train
ICD10-E63,CID-54671203,0.0,0.007831419818103313,train
ICD10-I71,CID-9568614,1.0,0.9987871050834656,train
ICD10-F32.3,CID-127151,1.0,0.9857205152511597,train
ICD10-F05.8,CID-4184,0.0,0.05623515695333481,train
ICD10-C88.0,CID-90480031,1.0,0.9991980195045471,train
ICD10-K83.1,CID-3677,0.0,0.0394575335085392,train
ICD10-E88.0,CID-2153,0.0,0.004731383640319109,train
ICD10-I74.0,CID-64929,1.0,0.993354082107544,train
ICD10-F33,CID-3446,0.0,0.012011095881462097,train
ICD10-H65.1,CID-72106,1.0,0.9829298257827759,train
ICD10-A39,CID-7099,1.0,0.9968937635421753,train
ICD10-E72.0,CID-5483,1.0,0.8968985676765442,train
ICD10-L54.0,CID-5505,0.0,0.01906946673989296,train
ICD10-E14,CID-3475,1.0,0.97867351770401,train
ICD10-F32.2,CID-26757,1.0,0.1938057392835617,train
ICD10-B72,CID-5430,1.0,0.9935004115104675,train
ICD10-L40.3,CID-443943,1.0,0.9988607168197632,train
ICD10-T88.6,CID-5587,1.0,0.5673137307167053,train
ICD10-F33.4,CID-127151,1.0,0.9816123843193054,train
ICD10-E52,CID-6140,1.0,0.9791308045387268,train
ICD10-I64,CID-5493381,0.0,0.03667515143752098,train
ICD10-M23.0,CID-644073,0.0,0.004513315390795469,train
ICD10-N91,CID-54676038,1.0,0.9828404188156128,train
ICD10-C43.9,CID-10288191,1.0,0.9322182536125183,train
ICD10-N32.0,CID-71773,0.0,0.024425577372312546,train
ICD10-J04.2,CID-25081014,0.0,0.015662722289562225,train
ICD10-J30.2,CID-16129617,0.0,0.004937139339745045,train
ICD10-I28.1,CID-31477,0.0,0.04702211543917656,train
ICD10-H40.2,CID-6441636,1.0,0.9594458937644958,train
ICD10-I24.0,CID-2244,1.0,0.9956887364387512,train
ICD10-E50.0,CID-446157,0.0,0.04257290065288544,train
ICD10-M96.4,CID-4107,1.0,0.9988288283348083,train
ICD10-K86.0,CID-60846,0.0,0.4244047701358795,train
ICD10-I15,CID-447043,0.0,0.05195615440607071,train
ICD10-J67,CID-456255,0.0,0.012002340517938137,train
ICD10-I39.2,CID-2244,1.0,0.9945082068443298,train
ICD10-L71,CID-4976,0.0,0.03687813878059387,train
ICD10-I05.0,CID-156320,1.0,0.9919644594192505,train
ICD10-N32.0,CID-3749,0.0,0.018405497074127197,train
ICD10-I30.1,CID-9568614,1.0,0.999234676361084,train
ICD10-F32.3,CID-2895,1.0,0.9804052114486694,train
ICD10-B65.1,CID-5362436,0.0,0.03252424672245979,train
ICD10-E90,CID-9818306,0.0,0.006239952519536018,train
ICD10-R11,CID-5440,1.0,0.887769341468811,train
ICD10-E53.8,CID-5487427,0.0,0.005475562531501055,train
ICD10-M22.8,CID-151075,1.0,0.9842968583106995,train
ICD10-M48.4,CID-5280343,0.0,0.0056850360706448555,train
ICD10-J45,CID-3032285,0.0,0.07026930898427963,train
ICD10-E59,CID-6083,1.0,0.9963983297348022,train
ICD10-L55,CID-670,1.0,0.04174461588263512,train
ICD10-N40,CID-6918296,1.0,0.9983525276184082,train
ICD10-I11,CID-3702,1.0,0.9224860072135925,train
ICD10-I87.1,CID-6509979,0.0,0.009266073815524578,train
ICD10-G41,CID-4099,1.0,0.9431357979774475,train
ICD10-N30,CID-6604200,1.0,0.9527122974395752,train
ICD10-C96.2,CID-60795,0.0,0.014135731384158134,train
ICD10-B34.2,CID-64143,1.0,0.07499536126852036,train
ICD10-F06.5,CID-54676038,0.0,0.007093519903719425,train
ICD10-B41,CID-2749,1.0,0.9922379851341248,train
ICD10-C81.3,CID-2723601,1.0,0.9918346405029297,train
ICD10-I46,CID-23925,0.0,0.0036493504885584116,train
ICD10-L29.1,CID-2466,1.0,0.9985100626945496,train
ICD10-C81.4,CID-24014,0.0,0.020543474704027176,train
ICD10-E11,CID-2273,0.0,0.06578128784894943,train
ICD10-G41.2,CID-5362391,0.0,0.010275146923959255,train
ICD10-E84.8,CID-5324346,0.0,0.22163499891757965,train
ICD10-C81,CID-444795,0.0,0.011208107694983482,train
ICD10-B52.9,CID-16220172,0.0,0.0029807931277900934,train
ICD10-I28,CID-83927,0.0,0.009062720462679863,train
ICD10-I65,CID-71992,1.0,0.9987338185310364,train
ICD10-I79,CID-71992,1.0,0.9974109530448914,train
ICD10-I31.2,CID-36709,0.0,0.007234677672386169,train
ICD10-H25,CID-187,1.0,0.6789332032203674,train
ICD10-H40.0,CID-9578005,0.0,0.030194485560059547,train
ICD10-R52.0,CID-5583,0.0,0.01160274725407362,train
ICD10-N32.8,CID-3229,1.0,0.9831717014312744,train
ICD10-R52.0,CID-25213,1.0,0.8567031025886536,train
ICD10-I73.0,CID-5245,0.0,0.03506854176521301,train
ICD10-I28,CID-5311064,1.0,0.9983537197113037,train
ICD10-G91.0,CID-16362,0.0,0.021398043259978294,train
ICD10-I50.0,CID-24826799,0.0,0.1619168072938919,train
ICD10-J38.6,CID-65781,1.0,0.9944222569465637,train
ICD10-J94.2,CID-65781,1.0,0.9974472522735596,train
ICD10-B65.0,CID-5311017,0.0,0.00343511370010674,train
ICD10-X78,CID-8699,0.0,0.07659351825714111,train
ICD10-M02.0,CID-9651,0.0,0.005558026488870382,train
ICD10-R52,CID-702,1.0,0.8973181247711182,train
ICD10-F80.9,CID-10836,1.0,0.9813736081123352,train
ICD10-I72.6,CID-70789197,0.0,0.005672486498951912,train
ICD10-I70.1,CID-123619,0.0,0.10685216635465622,train
ICD10-N91.1,CID-9831415,0.0,0.007751967292279005,train
ICD10-F06.5,CID-47517,1.0,0.9690844416618347,train
ICD10-I80.3,CID-129228,0.0,0.006890688557177782,train
ICD10-C88,CID-152688,1.0,0.9973080158233643,train
ICD10-I42.1,CID-71992,1.0,0.8021331429481506,train
ICD10-J45,CID-3343,1.0,0.2590612471103668,train
ICD10-F23.8,CID-6604200,0.0,0.13170579075813293,train
ICD10-C81.7,CID-49803313,1.0,0.9936006665229797,train
ICD10-L30.9,CID-443943,1.0,0.9992007613182068,train
ICD10-F10.2,CID-3117,1.0,0.809887170791626,train
ICD10-P76.8,CID-16139605,1.0,0.9953643083572388,train
ICD10-I33.9,CID-16004692,1.0,0.997722327709198,train
ICD10-C88.4,CID-126565,1.0,0.997144877910614,train
ICD10-I97.2,CID-750,0.0,0.0029079418163746595,train
ICD10-N32.3,CID-6604200,1.0,0.957503616809845,train
ICD10-C95.0,CID-3371,0.0,0.00590323144569993,train
ICD10-F80.9,CID-11963579,0.0,0.030582362785935402,train
ICD10-I45.9,CID-3698,1.0,0.997414231300354,train
ICD10-I25.1,CID-2995,0.0,0.06295154988765717,train
ICD10-I24.0,CID-72385,0.0,0.011807961389422417,train
ICD10-O06.9,CID-6436406,1.0,0.9748243093490601,train
ICD10-I39.4,CID-9568614,1.0,0.9562529921531677,train
ICD10-M20,CID-6439929,1.0,0.9974533915519714,train
ICD10-I12,CID-6474640,0.0,0.021139459684491158,train
ICD10-B18.8,CID-45375808,1.0,0.021918466314673424,train
ICD10-I25.2,CID-23665770,0.0,0.00934912171214819,train
ICD10-B76,CID-7638,0.0,0.012853294610977173,train
ICD10-N91,CID-4197,0.0,0.11795910447835922,train
ICD10-F33.2,CID-5736,0.0,0.7045318484306335,train
ICD10-I21.4,CID-5282415,0.0,0.07210569083690643,train
ICD10-M60.0,CID-4107,1.0,0.9551924467086792,train
ICD10-C64,CID-681,0.0,0.05439947545528412,train
ICD10-I50.1,CID-72941761,0.0,0.03005972132086754,train
ICD10-N36.0,CID-47517,0.0,0.037550635635852814,train
ICD10-I20,CID-5362116,1.0,0.9962318539619446,train
ICD10-E79.1,CID-5362436,0.0,0.020691966637969017,train
ICD10-B41.8,CID-1549008,1.0,0.9977705478668213,train
ICD10-E70.1,CID-104850,0.0,0.015150665305554867,train
ICD10-E56.1,CID-135402045,1.0,0.9984486103057861,train
ICD10-J63.4,CID-3950,0.0,0.020993366837501526,train
ICD10-I30,CID-16850,1.0,0.9481233954429626,train
ICD10-F94.0,CID-8271,1.0,0.9844978451728821,train
ICD10-I45.9,CID-2801,0.0,0.021426649764180183,train
ICD10-I35.2,CID-2130,0.0,0.003942778799682856,train
ICD10-Z09.8,CID-11672461,1.0,0.9986445307731628,train
ICD10-C91.4,CID-30323,1.0,0.9951303005218506,train
ICD10-I80.0,CID-16004692,1.0,0.9983749389648438,train
ICD10-E61.6,CID-4680,0.0,0.03570760786533356,train
ICD10-E80.4,CID-5458180,1.0,0.9985692501068115,train
ICD10-B48.8,CID-51081,0.0,0.007665606681257486,train
ICD10-E64,CID-3746,0.0,0.004833206068724394,train
ICD10-I15,CID-60921,1.0,0.9917008280754089,train
ICD10-I23.3,CID-5311064,1.0,0.9967747330665588,train
ICD10-M96.2,CID-644073,0.0,0.00861620344221592,train
ICD10-I74.2,CID-3065,0.0,0.004994031973183155,train
ICD10-L63.0,CID-5311309,0.0,0.005030346568673849,train
ICD10-M66.5,CID-3746,0.0,0.004450160078704357,train
ICD10-F10.2,CID-7187,0.0,0.7531682252883911,train
ICD10-L50.8,CID-5379,0.0,0.014615030959248543,train
ICD10-I86.1,CID-5978,0.0,0.00958432536572218,train
ICD10-I50.0,CID-55483,1.0,0.7483004331588745,train
ICD10-I50.0,CID-2378,0.0,0.11410444229841232,train
ICD10-I77,CID-71992,1.0,0.9975831508636475,train
ICD10-B36.0,CID-4735,1.0,0.9980559349060059,train
ICD10-E80.2,CID-2564,0.0,0.013861157931387424,train
ICD10-B39.5,CID-56837137,0.0,0.045032892376184464,train
ICD10-I72.8,CID-637568,0.0,0.013599486090242863,train
ICD10-M23.2,CID-17134,0.0,0.002530764788389206,train
ICD10-F41.2,CID-2895,1.0,0.9957731366157532,train
ICD10-H40.0,CID-37632,0.0,0.023831285536289215,train
ICD10-N35,CID-3025,0.0,0.011786959134042263,train
ICD10-I83.1,CID-56603655,0.0,0.016253862529993057,train
ICD10-F51.0,CID-2763,0.0,0.03422155976295471,train
ICD10-F80.0,CID-71401,1.0,0.9823126196861267,train
ICD10-B39.5,CID-242,1.0,0.9979180693626404,train
ICD10-C64,CID-53316721,0.0,0.12172831594944,train
