disease,map
ICD10-A83.0,204338
ICD10-F31.7,204339
ICD10-S63.6,204340
ICD10-S02.1,204341
ICD10-I77.8,204342
ICD10-M23.5,204343
ICD10-D64.8,204344
ICD10-R53,204345
ICD10-E76.22,204346
ICD10-Q24.9,204347
ICD10-D67,204348
ICD10-K50.1,204349
ICD10-E22.1,204350
ICD10-N73.1,204351
ICD10-D80.7,204352
ICD10-N60.4,204353
ICD10-D59.1,204354
ICD10-H43.39,204355
ICD10-S54.7,204356
ICD10-R56.8,204357
ICD10-J98.2,204358
ICD10-S05.7,204359
ICD10-E72.0,204360
ICD10-K57.0,204361
ICD10-F73,204362
ICD10-S27.2,204363
ICD10-H35.41,204364
ICD10-I77.0,204365
ICD10-C96.21,204366
ICD10-D15.1,204367
ICD10-D80,204368
ICD10-H91.0,204369
ICD10-D61.1,204370
ICD10-C34,204371
ICD10-C15.9,204372
ICD10-C91.51,204373
ICD10-O42,204374
ICD10-I71.0,204375
ICD10-T09,204376
ICD10-F20.8,204377
ICD10-G93.0,204378
ICD10-L52,204379
ICD10-T53.0X1,204380
ICD10-N18.5,204381
ICD10-I09.8,204382
ICD10-N50.0,204383
ICD10-A87.1,204384
ICD10-C92.5,204385
ICD10-B52.9,204386
ICD10-M00-M03,204387
ICD10-J30,204388
ICD10-C00.8,204389
ICD10-H47.1,204390
ICD10-K60.5,204391
ICD10-S17.8,204392
ICD10-C02,204393
ICD10-L05.9,204394
ICD10-K30,204395
ICD10-N94.8,204396
ICD10-C91.90,204397
ICD10-I86.2,204398
ICD10-G40.209,204399
ICD10-J86,204400
ICD10-H53.8,204401
ICD10-Z03.8,204402
ICD10-J95.3,204403
ICD10-G24.0,204404
ICD10-I89.8,204405
ICD10-K74.4,204406
ICD10-C70,204407
ICD10-L23.5,204408
ICD10-H53.6,204409
ICD10-G70.8,204410
ICD10-R35.8,204411
ICD10-T85.71,204412
ICD10-M72.9,204413
ICD10-S85.3,204414
ICD10-C83.8,204415
ICD10-M79.3,204416
ICD10-D81.7,204417
ICD10-C14.0,204418
ICD10-L26,204419
ICD10-J84.0,204420
ICD10-D75.0,204421
ICD10-I88.8,204422
ICD10-H47.5,204423
ICD10-K50.90,204424
ICD10-G71.01,204425
ICD10-Q33.2,204426
ICD10-H35.2,204427
ICD10-A43.1,204428
ICD10-G43.A,204429
ICD10-Q77.2,204430
ICD10-XIII,204431
ICD10-E87.8,204432
ICD10-M91.2,204433
ICD10-J31.1,204434
ICD10-B34.2,204435
ICD10-J09,204436
ICD10-J20.1,204437
ICD10-N18.2,204438
ICD10-R20,204439
ICD10-M02,204440
ICD10-N82.2,204441
ICD10-K22.0,204442
ICD10-H02.40,204443
ICD10-I48.1,204444
ICD10-C04,204445
ICD10-H13.3,204446
ICD10-M24.5,204447
ICD10-L55.1,204448
ICD10-M12,204449
ICD10-N13,204450
ICD10-M93.0,204451
ICD10-N87.1,204452
ICD10-J84.8,204453
ICD10-G50.1,204454
ICD10-D20,204455
ICD10-Q60.0,204456
ICD10-Q65.2,204457
ICD10-F51.9,204458
ICD10-B24,204459
ICD10-Q72.8,204460
ICD10-Q79.9,204461
ICD10-H81.9,204462
ICD10-B18.1,204463
ICD10-N70.1,204464
ICD10-M89.9,204465
ICD10-G83.4,204466
ICD10-K55.3,204467
ICD10-M23.8,204468
ICD10-C79.7,204469
ICD10-I39.1,204470
ICD10-K55,204471
ICD10-O03.1,204472
ICD10-Q40.0,204473
ICD10-D81.3,204474
ICD10-E78.71,204475
ICD10-S40.7,204476
ICD10-C54.8,204477
ICD10-A92.3,204478
ICD10-K00.8,204479
ICD10-H18,204480
ICD10-C18.4,204481
ICD10-R55,204482
ICD10-Q79.6,204483
ICD10-H50.0,204484
ICD10-Z03.6,204485
ICD10-E78.5,204486
ICD10-D81.9,204487
ICD10-D10.6,204488
ICD10-G44.0,204489
ICD10-K56.60,204490
ICD10-P10.8,204491
ICD10-M26.4,204492
ICD10-D61.3,204493
ICD10-A02.0,204494
ICD10-K83.9,204495
ICD10-R60.9,204496
ICD10-H10.8,204497
ICD10-S98.3,204498
ICD10-N73.6,204499
ICD10-K26,204500
ICD10-N18.0,204501
ICD10-Q82.0,204502
ICD10-H44,204503
ICD10-A60,204504
ICD10-E89.5,204505
ICD10-C68,204506
ICD10-C92.A,204507
ICD10-I65,204508
ICD10-L80,204509
ICD10-S37.7,204510
ICD10-L93.0,204511
ICD10-L85.3,204512
ICD10-O07.1,204513
ICD10-D47.2,204514
ICD10-Z01.2,204515
ICD10-S93.4,204516
ICD10-E52,204517
ICD10-M11.0,204518
ICD10-I42.4,204519
ICD10-R49.0,204520
ICD10-D02,204521
ICD10-F33.3,204522
ICD10-C25.4,204523
ICD10-C81.1,204524
ICD10-R46.81,204525
ICD10-L90.0,204526
ICD10-Q25.3,204527
ICD10-Q77.5,204528
ICD10-R26.0,204529
ICD10-L29.8,204530
ICD10-P05.9,204531
ICD10-J67.6,204532
ICD10-D12,204533
ICD10-M77.3,204534
ICD10-M30.3,204535
ICD10-L21.9,204536
ICD10-F31.1,204537
ICD10-C4A,204538
ICD10-P55.9,204539
ICD10-I34.2,204540
ICD10-O03.6,204541
ICD10-M21,204542
ICD10-N04.1,204543
ICD10-I86.0,204544
ICD10-N99,204545
ICD10-E05.9,204546
ICD10-H18.44,204547
ICD10-B50,204548
ICD10-C13.8,204549
ICD10-S20.3,204550
ICD10-E83.110,204551
ICD10-J46,204552
ICD10-T56.89,204553
ICD10-F33.2,204554
ICD10-D57.2,204555
ICD10-R50,204556
ICD10-S77,204557
ICD10-B36.1,204558
ICD10-T30.0,204559
ICD10-I44.2,204560
ICD10-C33,204561
ICD10-E10,204562
ICD10-H10.5,204563
ICD10-B44.1,204564
ICD10-S08.8,204565
ICD10-F81.0,204566
ICD10-L23.0,204567
ICD10-F60.3,204568
ICD10-L62.0,204569
ICD10-G06.0,204570
ICD10-L41.4,204571
ICD10-H28.0,204572
ICD10-S90.8,204573
ICD10-N81,204574
ICD10-C91.10,204575
ICD10-M72.0,204576
ICD10-O06.0,204577
ICD10-A87.2,204578
ICD10-J93.11,204579
ICD10-E21.3,204580
ICD10-C82.2,204581
ICD10-F22,204582
ICD10-K31.84,204583
ICD10-C91.3,204584
ICD10-D48.3,204585
ICD10-N52.9,204586
ICD10-B09,204587
ICD10-G82.5,204588
ICD10-G12.20,204589
ICD10-J12.9,204590
ICD10-I08.1,204591
ICD10-G55,204592
ICD10-S63.1,204593
ICD10-A37.8,204594
ICD10-C06.9,204595
ICD10-I89.0,204596
ICD10-Q84.8,204597
ICD10-F99-F99,204598
ICD10-T86.8,204599
ICD10-K07.1,204600
ICD10-L98.4,204601
ICD10-M79.606,204602
ICD10-A51.1,204603
ICD10-I21,204604
ICD10-D29.7,204605
ICD10-M04.1,204606
ICD10-G62,204607
ICD10-Z02.5,204608
ICD10-E80.1,204609
ICD10-M85.4,204610
ICD10-L20,204611
ICD10-H00.1,204612
ICD10-S78,204613
ICD10-S66,204614
ICD10-L98.2,204615
ICD10-J03.0,204616
ICD10-Q18.3,204617
ICD10-S47,204618
ICD10-D73.5,204619
ICD10-Q14.2,204620
ICD10-A19.0,204621
ICD10-R64,204622
ICD10-K56.0,204623
ICD10-C05,204624
ICD10-R19.6,204625
ICD10-N98.2,204626
ICD10-K11,204627
ICD10-K66,204628
ICD10-R45,204629
ICD10-E11,204630
ICD10-E07,204631
ICD10-A18.6,204632
ICD10-R41.0,204633
ICD10-R06.02,204634
ICD10-C82,204635
ICD10-H52.0,204636
ICD10-F06.0,204637
ICD10-Q35.5,204638
ICD10-D59.5,204639
ICD10-C62,204640
ICD10-A83.5,204641
ICD10-N90.3,204642
ICD10-H11.3,204643
ICD10-Z10,204644
ICD10-C80.9,204645
ICD10-N48.8,204646
ICD10-D09.1,204647
ICD10-S35.2,204648
ICD10-B54,204649
ICD10-M62.82,204650
ICD10-M89.20,204651
ICD10-K56.1,204652
ICD10-S03.2,204653
ICD10-B97.10,204654
ICD10-E00-E07,204655
ICD10-G70.80,204656
ICD10-S72.0,204657
ICD10-K73.9,204658
ICD10-I77.71,204659
ICD10-K64.8,204660
ICD10-D3A.8,204661
ICD10-S48,204662
ICD10-H40.11,204663
ICD10-G70.00,204664
ICD10-Q64.1,204665
ICD10-R93.1,204666
ICD10-M61,204667
ICD10-K80.2,204668
ICD10-G46.5,204669
ICD10-G72.9,204670
ICD10-N82.5,204671
ICD10-A33,204672
ICD10-F40.0,204673
ICD10-R20.2,204674
ICD10-M94.9,204675
ICD10-E79.9,204676
ICD10-C91.1,204677
ICD10-N05.9,204678
ICD10-E05.5,204679
ICD10-D01.3,204680
ICD10-F80.2,204681
ICD10-S60,204682
ICD10-N94,204683
ICD10-Q82.5,204684
ICD10-F91,204685
ICD10-M95.5,204686
ICD10-D59.9,204687
ICD10-S54.0,204688
ICD10-M24.8,204689
ICD10-G62.1,204690
ICD10-K58.0,204691
ICD10-F52,204692
ICD10-S02,204693
ICD10-D46.7,204694
ICD10-N80.9,204695
ICD10-P70.2,204696
ICD10-J15.3,204697
ICD10-K51.8,204698
ICD10-A06,204699
ICD10-E23.2,204700
ICD10-H26,204701
ICD10-K10.3,204702
ICD10-L03.9,204703
ICD10-Q87.3,204704
ICD10-D21.9,204705
ICD10-H43.3,204706
ICD10-T62.2,204707
ICD10-E05,204708
ICD10-N46.11,204709
ICD10-F84.0,204710
ICD10-J05,204711
ICD10-A87.0,204712
ICD10-S90.0,204713
ICD10-Q35,204714
ICD10-H50.40,204715
ICD10-H02.7,204716
ICD10-Q04.9,204717
ICD10-L12.0,204718
ICD10-S27.7,204719
ICD10-E22.8,204720
ICD10-G21.1,204721
ICD10-S10.0,204722
ICD10-O20.0,204723
ICD10-M62.5,204724
ICD10-K28,204725
ICD10-A37.1,204726
ICD10-H90.0,204727
ICD10-H57.1,204728
ICD10-J45.9,204729
ICD10-H35.02,204730
ICD10-C78,204731
ICD10-Z03.2,204732
ICD10-K03.8,204733
ICD10-M76,204734
ICD10-A56.1,204735
ICD10-G62.8,204736
ICD10-N17.9,204737
ICD10-E76.2,204738
ICD10-R44.1,204739
ICD10-L29.9,204740
ICD10-M08.4,204741
ICD10-B67.7,204742
ICD10-S14.2,204743
ICD10-H35.06,204744
ICD10-L20.8,204745
ICD10-Q02,204746
ICD10-H91.9,204747
ICD10-K08.89,204748
ICD10-K71.2,204749
ICD10-L93.2,204750
ICD10-III,204751
ICD10-Q78.9,204752
ICD10-G72.41,204753
ICD10-M19.9,204754
ICD10-G54.0,204755
ICD10-S22.3,204756
ICD10-F90.9,204757
ICD10-Q54.9,204758
ICD10-M35.1,204759
ICD10-L29,204760
ICD10-N60.1,204761
ICD10-D75.81,204762
ICD10-I61.6,204763
ICD10-K11.9,204764
ICD10-S68.0,204765
ICD10-R57.9,204766
ICD10-C84.70,204767
ICD10-M90.6,204768
ICD10-H10,204769
ICD10-I31.1,204770
ICD10-M87.1,204771
ICD10-K61.3,204772
ICD10-C80.0,204773
ICD10-Q07.0,204774
ICD10-S90.1,204775
ICD10-E70.320,204776
ICD10-F41.2,204777
ICD10-B55,204778
ICD10-S23.2,204779
ICD10-C86.3,204780
ICD10-S35.4,204781
ICD10-K64.3,204782
ICD10-N91.5,204783
ICD10-I35.8,204784
ICD10-G41.8,204785
ICD10-M79.5,204786
ICD10-S43.0,204787
ICD10-E83.11,204788
ICD10-S09.0,204789
ICD10-I88.0,204790
ICD10-S32.1,204791
ICD10-Q54.3,204792
ICD10-S09.1,204793
ICD10-L70.0,204794
ICD10-Q15.0,204795
ICD10-L71,204796
ICD10-D58.8,204797
ICD10-C86.2,204798
ICD10-E51,204799
ICD10-I71.4,204800
ICD10-A52.7,204801
ICD10-E70-E90,204802
ICD10-C31.0,204803
ICD10-N83.2,204804
ICD10-F71,204805
ICD10-E76.211,204806
ICD10-C58,204807
ICD10-A39.9,204808
ICD10-E04.1,204809
ICD10-K25,204810
ICD10-Q38.5,204811
ICD10-M89,204812
ICD10-S02.2,204813
ICD10-G70.9,204814
ICD10-Y77,204815
ICD10-H53.53,204816
ICD10-S75.2,204817
ICD10-D81.5,204818
ICD10-Q63.9,204819
ICD10-R06.2,204820
ICD10-B74,204821
ICD10-S43,204822
ICD10-G24,204823
ICD10-S86.7,204824
ICD10-G03.0,204825
ICD10-C94.20,204826
ICD10-I67.82,204827
ICD10-G71,204828
ICD10-Q78.2,204829
ICD10-E16.2,204830
ICD10-L57.4,204831
ICD10-R43.1,204832
ICD10-C44.91,204833
ICD10-G63.0,204834
ICD10-S87,204835
ICD10-Z04.8,204836
ICD10-C84.8,204837
ICD10-C81.4,204838
ICD10-H57.02,204839
ICD10-J13,204840
ICD10-Q85.00,204841
ICD10-J35.8,204842
ICD10-D57.0,204843
ICD10-D57.8,204844
ICD10-S42,204845
ICD10-N35,204846
ICD10-S77.2,204847
ICD10-E90,204848
ICD10-S64.2,204849
ICD10-D16.5,204850
ICD10-R52.9,204851
ICD10-Q45.9,204852
ICD10-E50.0,204853
ICD10-H44.0,204854
ICD10-Q00.0,204855
ICD10-E66,204856
ICD10-D07.1,204857
ICD10-I88,204858
ICD10-Q84.1,204859
ICD10-Q79.2,204860
ICD10-E88.81,204861
ICD10-N89.8,204862
ICD10-Q30.2,204863
ICD10-Q64.2,204864
ICD10-T08,204865
ICD10-S56.8,204866
ICD10-N14.3,204867
ICD10-E61.9,204868
ICD10-Q16.1,204869
ICD10-F98.0,204870
ICD10-E88.40,204871
ICD10-C81.7,204872
ICD10-S66.4,204873
ICD10-G40.309,204874
ICD10-C79.51,204875
ICD10-D68.9,204876
ICD10-F91.3,204877
ICD10-A41.9,204878
ICD10-F52.21,204879
ICD10-N18,204880
ICD10-L28.1,204881
ICD10-C32.9,204882
ICD10-D69.1,204883
ICD10-C38,204884
ICD10-N83.0,204885
ICD10-E13,204886
ICD10-Q75.4,204887
ICD10-A44.8,204888
ICD10-J96.9,204889
ICD10-S37.3,204890
ICD10-M01.2,204891
ICD10-E75.241,204892
ICD10-E02,204893
ICD10-A78,204894
ICD10-Q31.5,204895
ICD10-B35.1,204896
ICD10-S44.4,204897
ICD10-M70.8,204898
ICD10-K12.3,204899
ICD10-D31,204900
ICD10-D69.49,204901
ICD10-J43,204902
ICD10-S10,204903
ICD10-Q22.0,204904
ICD10-K82.0,204905
ICD10-E31.21,204906
ICD10-S15.1,204907
ICD10-F20.9,204908
ICD10-I97,204909
ICD10-G44.209,204910
ICD10-F80.81,204911
ICD10-L81.0,204912
ICD10-E71.2,204913
ICD10-T14.7,204914
ICD10-J33.8,204915
ICD10-C18.2,204916
ICD10-S73.0,204917
ICD10-M61.1,204918
ICD10-A53.0,204919
ICD10-G25.4,204920
ICD10-S62.7,204921
ICD10-S65.1,204922
ICD10-N94.3,204923
ICD10-F31.81,204924
ICD10-E71.540,204925
ICD10-M48.8,204926
ICD10-Q25.5,204927
ICD10-E70.8,204928
ICD10-S83.2,204929
ICD10-M08.8,204930
ICD10-B18.2,204931
ICD10-H47.14,204932
ICD10-I02,204933
ICD10-G46.6,204934
ICD10-L51.2,204935
ICD10-D39,204936
ICD10-I22,204937
ICD10-L53.9,204938
ICD10-N80.0,204939
ICD10-L30.0,204940
ICD10-K55.1,204941
ICD10-E74.29,204942
ICD10-E83.01,204943
ICD10-N88.4,204944
ICD10-G58,204945
ICD10-D81,204946
ICD10-H04.2,204947
ICD10-S66.3,204948
ICD10-J70.0,204949
ICD10-O88,204950
ICD10-C02.9,204951
ICD10-M30,204952
ICD10-M31.7,204953
ICD10-J10,204954
ICD10-F01.5,204955
ICD10-S34.6,204956
ICD10-G99.1,204957
ICD10-G51.4,204958
ICD10-I50.30,204959
ICD10-G24.8,204960
ICD10-A17.8,204961
ICD10-S48.0,204962
ICD10-D37-D48,204963
ICD10-I83.90,204964
ICD10-S75.8,204965
ICD10-M30-M36,204966
ICD10-H25.1,204967
ICD10-D81.810,204968
ICD10-C08.9,204969
ICD10-M35.3,204970
ICD10-F32.9,204971
ICD10-D05.0,204972
ICD10-L40.2,204973
ICD10-K58,204974
ICD10-S85.7,204975
ICD10-C49.A,204976
ICD10-P54.6,204977
ICD10-C82.1,204978
ICD10-A42,204979
ICD10-E72.4,204980
ICD10-M84.0,204981
ICD10-B17.9,204982
ICD10-Q33.6,204983
ICD10-Q04.3,204984
ICD10-S82.5,204985
ICD10-M34.0,204986
ICD10-Q75.1,204987
ICD10-N88.1,204988
ICD10-L81.6,204989
ICD10-H50.81,204990
ICD10-I28.1,204991
ICD10-K62.3,204992
ICD10-G23.3,204993
ICD10-C16,204994
ICD10-L82,204995
ICD10-D16.8,204996
ICD10-O41.12,204997
ICD10-M71.2,204998
ICD10-K80.3,204999
ICD10-C49.9,205000
ICD10-S72,205001
ICD10-S24.4,205002
ICD10-K70.9,205003
ICD10-L23.7,205004
ICD10-K07.0,205005
ICD10-H35.40,205006
ICD10-I60.1,205007
ICD10-T86.31,205008
ICD10-E85.2,205009
ICD10-L68.3,205010
ICD10-C10.9,205011
ICD10-K72.9,205012
ICD10-J20.6,205013
ICD10-I23.3,205014
ICD10-J35.1,205015
ICD10-M22,205016
ICD10-D56,205017
ICD10-K21,205018
ICD10-A79.0,205019
ICD10-I86.8,205020
ICD10-E76.29,205021
ICD10-S69.7,205022
ICD10-K91.5,205023
ICD10-O00.8,205024
ICD10-S82.7,205025
ICD10-J11,205026
ICD10-A23,205027
ICD10-A32.8,205028
ICD10-K76.8,205029
ICD10-I72.9,205030
ICD10-K75.81,205031
ICD10-R68.84,205032
ICD10-Q87.2,205033
ICD10-H18.41,205034
ICD10-J12,205035
ICD10-R29.6,205036
ICD10-C69.4,205037
ICD10-N50.9,205038
ICD10-Q71.5,205039
ICD10-J64,205040
ICD10-S15.3,205041
ICD10-E01.1,205042
ICD10-Q71.40,205043
ICD10-I61.3,205044
ICD10-F80.0,205045
ICD10-D09.9,205046
ICD10-S00.8,205047
ICD10-I27.81,205048
ICD10-M84.75,205049
ICD10-C7A,205050
ICD10-Q10.0,205051
ICD10-M08.20,205052
ICD10-O06.1,205053
ICD10-L60.8,205054
ICD10-S72.8,205055
ICD10-S44.3,205056
ICD10-G31.0,205057
ICD10-L94.2,205058
ICD10-G80.2,205059
ICD10-S56.5,205060
ICD10-Z01.4,205061
ICD10-N83.1,205062
ICD10-E56.1,205063
ICD10-T22,205064
ICD10-R82.991,205065
ICD10-M14.6,205066
ICD10-P53,205067
ICD10-E83.50,205068
ICD10-I78.0,205069
ICD10-S70.8,205070
ICD10-E84.9,205071
ICD10-A68.9,205072
ICD10-S39.6,205073
ICD10-E46,205074
ICD10-E78.01,205075
ICD10-I30.8,205076
ICD10-C14.8,205077
ICD10-D07,205078
ICD10-K12.2,205079
ICD10-F25.9,205080
ICD10-M42,205081
ICD10-N42.2,205082
ICD10-X69,205083
ICD10-C56.9,205084
ICD10-N85.7,205085
ICD10-S27.6,205086
ICD10-D13.6,205087
ICD10-S66.8,205088
ICD10-M12.8,205089
ICD10-E74.01,205090
ICD10-B19.2,205091
ICD10-M25,205092
ICD10-O02.0,205093
ICD10-E86.1,205094
ICD10-D56.5,205095
ICD10-M43.2,205096
ICD10-C84.4,205097
ICD10-L24.6,205098
ICD10-S63.5,205099
ICD10-B22.2,205100
ICD10-M34.1,205101
ICD10-S06.8,205102
ICD10-N08.3,205103
ICD10-A07.2,205104
ICD10-C12,205105
ICD10-H40.05,205106
ICD10-J45.0,205107
ICD10-S44.1,205108
ICD10-T06,205109
ICD10-G25.82,205110
ICD10-G40.3,205111
ICD10-G04,205112
ICD10-N32.2,205113
ICD10-J43.0,205114
ICD10-E50,205115
ICD10-J09-J18,205116
ICD10-A15-A19,205117
ICD10-D47.4,205118
ICD10-S15.2,205119
ICD10-S56.0,205120
ICD10-L91.0,205121
ICD10-C94.30,205122
ICD10-N40,205123
ICD10-M25.0,205124
ICD10-S38.3,205125
ICD10-B76.1,205126
ICD10-I15,205127
ICD10-F14,205128
ICD10-L05,205129
ICD10-C93.30,205130
ICD10-S88.0,205131
ICD10-E06,205132
ICD10-M22.4,205133
ICD10-E85,205134
ICD10-J60-J70,205135
ICD10-D80.8,205136
ICD10-D26,205137
ICD10-N85,205138
ICD10-R82.992,205139
ICD10-K61.1,205140
ICD10-H92,205141
ICD10-I07.0,205142
ICD10-H80.90,205143
ICD10-M88.9,205144
ICD10-D76.2,205145
ICD10-Q75,205146
ICD10-E04.9,205147
ICD10-Q62.2,205148
ICD10-K82.3,205149
ICD10-K11.8,205150
ICD10-S63,205151
ICD10-N43.4,205152
ICD10-S06.6,205153
ICD10-H93.90,205154
ICD10-Q18.4,205155
ICD10-E56.0,205156
ICD10-L73.8,205157
ICD10-K66.1,205158
ICD10-G54.8,205159
ICD10-H50.15,205160
ICD10-F32.1,205161
ICD10-D10.5,205162
ICD10-E20.0,205163
ICD10-C09,205164
ICD10-Z85.42,205165
ICD10-I85.0,205166
ICD10-J98.0,205167
ICD10-P91.60,205168
ICD10-M95.0,205169
ICD10-E61.2,205170
ICD10-E72.04,205171
ICD10-A77.2,205172
ICD10-D33.3,205173
ICD10-D59,205174
ICD10-H90.3,205175
ICD10-D46,205176
ICD10-E74.1,205177
ICD10-D48.0,205178
ICD10-X61,205179
ICD10-L92.2,205180
ICD10-N20.0,205181
ICD10-N71.1,205182
ICD10-Q76.3,205183
ICD10-A24.4,205184
ICD10-H55,205185
ICD10-F41.8,205186
ICD10-L66.1,205187
ICD10-M25.9,205188
ICD10-D48.4,205189
ICD10-S93,205190
ICD10-M20-M25,205191
ICD10-R30.9,205192
ICD10-F95.0,205193
ICD10-Q06.1,205194
ICD10-N46.0,205195
ICD10-I48.9,205196
ICD10-Q61.1,205197
ICD10-K92.9,205198
ICD10-S13.3,205199
ICD10-D82.0,205200
ICD10-M54.5,205201
ICD10-M21.4,205202
ICD10-B85.2,205203
ICD10-G58.0,205204
ICD10-L13.8,205205
ICD10-E75.2,205206
ICD10-S22.1,205207
ICD10-Q23.1,205208
ICD10-M93.9,205209
ICD10-S63.3,205210
ICD10-R94.131,205211
ICD10-M81.9,205212
ICD10-F80.1,205213
ICD10-F22.0,205214
ICD10-S34.0,205215
ICD10-K35-K38,205216
ICD10-D63,205217
ICD10-K05.2,205218
ICD10-P14.0,205219
ICD10-Q38.0,205220
ICD10-C64,205221
ICD10-B58,205222
ICD10-D46.5,205223
ICD10-R51,205224
ICD10-I77.5,205225
ICD10-Q18.5,205226
ICD10-R73.9,205227
ICD10-R10.4,205228
ICD10-T12,205229
ICD10-J40-J47,205230
ICD10-H55.01,205231
ICD10-P75,205232
ICD10-J82,205233
ICD10-C81,205234
ICD10-G12.22,205235
ICD10-A39.2,205236
ICD10-Q66.1,205237
ICD10-H43.1,205238
ICD10-G12.0,205239
ICD10-L66,205240
ICD10-S04,205241
ICD10-T29,205242
ICD10-N99.3,205243
ICD10-S30.7,205244
ICD10-C94,205245
ICD10-C16.8,205246
ICD10-I49.2,205247
ICD10-C43.9,205248
ICD10-Q90.0,205249
ICD10-I42.0,205250
ICD10-A42.8,205251
ICD10-H40.2,205252
ICD10-K55.2,205253
ICD10-A69.22,205254
ICD10-J35,205255
ICD10-J38.4,205256
ICD10-J65,205257
ICD10-N76.0,205258
ICD10-A48.2,205259
ICD10-D18.0,205260
ICD10-P52.5,205261
ICD10-E84,205262
ICD10-Z85.43,205263
ICD10-S14.5,205264
ICD10-K86.3,205265
ICD10-A43.8,205266
ICD10-S36.7,205267
ICD10-E84.0,205268
ICD10-S27.8,205269
ICD10-F01.0,205270
ICD10-F45.0,205271
ICD10-J16.0,205272
ICD10-B05,205273
ICD10-G80.1,205274
ICD10-N31,205275
ICD10-C01,205276
ICD10-I28,205277
ICD10-K13,205278
ICD10-N90.4,205279
ICD10-J67.0,205280
ICD10-J94.1,205281
ICD10-N39.3,205282
ICD10-D47.1,205283
ICD10-C21.8,205284
ICD10-T00,205285
ICD10-M25.6,205286
ICD10-M34,205287
ICD10-S85.4,205288
ICD10-J84.01,205289
ICD10-K46,205290
ICD10-N49.0,205291
ICD10-G23.2,205292
ICD10-S09.2,205293
ICD10-Q35.9,205294
ICD10-C77.0,205295
ICD10-P59.3,205296
ICD10-S40.0,205297
ICD10-K59.39,205298
ICD10-A44.0,205299
ICD10-E27.4,205300
ICD10-Q87.82,205301
ICD10-G21,205302
ICD10-S66.6,205303
ICD10-M31.1,205304
ICD10-O41.0,205305
ICD10-L99.8,205306
ICD10-C66,205307
ICD10-M25.4,205308
ICD10-G44.8,205309
ICD10-D61.01,205310
ICD10-M85.3,205311
ICD10-A50.0,205312
ICD10-P54,205313
ICD10-P96.82,205314
ICD10-D71,205315
ICD10-J98.6,205316
ICD10-E89.0,205317
ICD10-M95.4,205318
ICD10-R65.2,205319
ICD10-D59.6,205320
ICD10-D58.1,205321
ICD10-D11.7,205322
ICD10-G47.21,205323
ICD10-J85.0,205324
ICD10-Z04.2,205325
ICD10-Q04.4,205326
ICD10-K80.8,205327
ICD10-N15.1,205328
ICD10-A43,205329
ICD10-D36,205330
ICD10-I95,205331
ICD10-S21,205332
ICD10-K64.0,205333
ICD10-L05.0,205334
ICD10-N81.8,205335
ICD10-D48.1,205336
ICD10-D14.0,205337
ICD10-D23.1,205338
ICD10-I30.1,205339
ICD10-Q21.1,205340
ICD10-G81.00,205341
ICD10-T66,205342
ICD10-N95.1,205343
ICD10-H30.81,205344
ICD10-N36.1,205345
ICD10-F10,205346
ICD10-F00.2,205347
ICD10-Z09.8,205348
ICD10-R09.0,205349
ICD10-M81.0,205350
ICD10-N85.1,205351
ICD10-L63.0,205352
ICD10-Q69,205353
ICD10-A82,205354
ICD10-M19.90,205355
ICD10-L00,205356
ICD10-S64,205357
ICD10-K64.5,205358
ICD10-C82.9,205359
ICD10-F40.240,205360
ICD10-M60-M63,205361
ICD10-K00-K14,205362
ICD10-F81.1,205363
ICD10-G93.40,205364
ICD10-R61.0,205365
ICD10-P12.0,205366
ICD10-N75.8,205367
ICD10-M32.11,205368
ICD10-K64.1,205369
ICD10-I71.2,205370
ICD10-N41.3,205371
ICD10-G12.24,205372
ICD10-I83.0,205373
ICD10-M62.3,205374
ICD10-Q03.8,205375
ICD10-Q66.2,205376
ICD10-L72.2,205377
ICD10-M35.4,205378
ICD10-K64,205379
ICD10-F31.2,205380
ICD10-X62,205381
ICD10-M13.0,205382
ICD10-F63.3,205383
ICD10-R63.4,205384
ICD10-M30.0,205385
ICD10-M48.061,205386
ICD10-K52.8,205387
ICD10-Q65,205388
ICD10-R23.1,205389
ICD10-L29.2,205390
ICD10-M81.5,205391
ICD10-B36.3,205392
ICD10-Q83.0,205393
ICD10-Z01.0,205394
ICD10-N93,205395
ICD10-O00,205396
ICD10-M08.3,205397
ICD10-I35.2,205398
ICD10-A19.8,205399
ICD10-E50.9,205400
ICD10-S91.1,205401
ICD10-S21.8,205402
ICD10-G93.4,205403
ICD10-T03,205404
ICD10-D46.1,205405
ICD10-S05.6,205406
ICD10-J95,205407
ICD10-E61.4,205408
ICD10-I25.3,205409
ICD10-K90.1,205410
ICD10-K05.1,205411
ICD10-G60.1,205412
ICD10-L30.3,205413
ICD10-E74.2,205414
ICD10-E01.0,205415
ICD10-Q92.2,205416
ICD10-Q12.2,205417
ICD10-S00.2,205418
ICD10-H35.35,205419
ICD10-S32.2,205420
ICD10-S25.2,205421
ICD10-Q24.5,205422
ICD10-A79,205423
ICD10-Q36.9,205424
ICD10-O06,205425
ICD10-E04,205426
ICD10-C92.1,205427
ICD10-P29.30,205428
ICD10-C18,205429
ICD10-E61.6,205430
ICD10-G46.2,205431
ICD10-Q54.1,205432
ICD10-T14.6,205433
ICD10-S05,205434
ICD10-G24.4,205435
ICD10-N45,205436
ICD10-M48.1,205437
ICD10-R58,205438
